,internal_id,uniprot_id,external_id
9586,MRX7,P53869,YNL211C N1328
9587,MRE11,P32829,YMR224C YM9959.06C
9588,MSN1,P22148,FUP1 PHD2 YOL116W HRB382
9589,MXR1,P40029,YER042W
9590,NOC4,Q06512,UTP19 YPR144C
9591,NSG2,P53898,YNL156C N1747
9592,OST1,P41543,NLT1 YJL002C J1404
9593,KGD2,P19262,YDR148C YD8358.05C
9594,PAU23,Q07987,DAN2 YLR037C L1909
9595,PCK1,P10963,PEPC PPC1 YKR097W
9596,PAT1,P25644,MRT1 YCR077C YCR77C
9597,PEX12,Q04370,YMR026C YM9711.16C
9598,HSP12,P22943,GLP1 HOR5 YFL014W
9599,HRD1,Q08109,DER3 YOL013C
9600,SUC2,P00724,YIL162W
9601,ISY1,P21374,NTC30 UTR3 YJR050W J1657
9602,INO2,P26798,DIE1 SCS1 YDR123C YD9727.18C
9603,INP53,Q12271,SJL3 SOP2 YOR109W YOR3231w
9604,IMP4,P53941,YNL075W N2353
9605,IMP2,P46972,YMR035W YM9973.09
9606,ADK1,P07170,AKY AKY1 AKY2 YDR226W YD9934.11
9607,KEI1,Q06346,YDR367W
9608,KIP2,P28743,YPL155C P2581
9609,MMR1,Q06324,YLR190W
9610,KCC4,P25389,YCL024W YCL24W
9611,MDJ2,P42834,YNL328C N0315
9612,MAM1,P40065,YER106W
9613,MDM36,Q06820,YPR083W
9614,MTF1,P14908,YMR228W YM9959.10
9615,NUP159,P40477,NUP158 RAT7 YIL115C
9616,NRT1,Q08485,THI71 YOR071C YOR29-22
9617,OPI8,P36129,YKR035C
9618,PAM1,P37304,YDR251W YD8419.18 YD9320A.01
9619,GLT1,Q12680,YDL171C
9620,MIC27,P50945,AIM37 MCS27 YNL100W N2190
9621,MND2,P40577,YIR025W
9622,MUM3,Q08750,YOR298W
9623,NAM8,Q00539,MRE2 YHR086W
9624,NCE101,Q02820,NCE1 YJL205C YJL205BC YJL205C-A
9625,NCR1,Q12200,YPL006W
9626,NRD1,P53617,YNL251C N0868
9627,OCA5,P38738,YHL029C
9628,PAU24,P38155,DAN3 YBR301W YBR2120A
9629,PEP12,P32854,VPS6 VPT13 YOR036W OR26.29
9630,HTA1,P04911,H2A1 SPT11 YDR225W YD9934.10
9631,KSS1,P14681,YGR040W
9632,LST8,P41318,YNL006W N2005
9633,MET30,P39014,YIL046W
9634,MIC10,Q96VH5,MCS10 MIO10 MOS1 YCL057C-A
9635,MNE1,P24720,MNE YOR350C O6353
9636,MON1,P53129,AUT12 YGL124C G2889
9637,MNL1,P38888,HTM1 YHR204W
9638,MTQ1,P53944,YNL063W N2420 YNL2420W
9639,MTD1,Q02046,YKR080W YKR400
9640,YNK1,P36010,NDK1 YNK YKL067W YKL333
9641,NET1,P47035,CFI1 ESC5 SRM8 YJL076W J1038
9642,NNR1,P40165,YNL200C N1370
9643,OGG1,P53397,YML060W YM9958.02
9644,PAU9,Q3E770,YBL108C-A
9645,PBP1,P53297,MRS16 YGR178C
9646,PHM7,Q12252,YOL084W 00953
9647,FAL1,Q12099,YDR021W PZC399 YD9335.07
9648,EST1,P17214,YLR233C L8083.15
9649,FUS2,Q05670,YMR232W YM9959.14
9650,FUB1,P25659,YCR076C YCR76C
9651,GNA1,P43577,PAT1 YFL017C
9652,GYL1,Q04322,APP2 YMR192W YM9646.04
9653,GSY2,P27472,YLR258W L8479.8
9654,HEM15,P16622,YOR176W
9655,MMS2,P53152,YGL087C
9656,MMT2,Q08970,MFT2 YPL224C
9657,CDC8,P00572,YJR057W J1715
9658,SIN4,P32259,BEL2 GAL22 MED16 RYE1 SDI3 SSF5 SSN4 TSF3 YNL236W N1135
9659,MIG1,P27705,CAT4 SSN1 YGL035C
9660,MGT1,P26188,YDL200C D1204
9661,WBP1,P33767,YEL002C
9662,PHO91,P27514,YNR013C N2052
9663,HIM1,Q06674,YDR317W
9664,KRE28,Q04431,YDR532C
9665,LSM4,P40070,SDB23 USS1 YER112W
9666,LSO2,Q3E772,YGR169C-A
9667,CSE2,P33308,MED9 YNR010W N2046
9668,MPC2,P38857,YHR162W
9669,MTQ2,Q03920,MTC6 YDR140W
9670,NBP35,P52920,YGL091C
9671,NAT5,Q08689,YOR253W
9672,NUP120,P35729,RAT2 YKL057C YKL313 YKL314
9673,NST1,P53935,YNL091W N2231
9674,NSA2,P40078,YER126C SYGP-ORF47
9675,SSA2,P10592,YLL024C L0931
9676,SSC1,P0CS90,ENS1 YJR045C J1639
9677,SSQ1,Q05931,SSC2 YLR369W
9678,HPF1,Q05164,YOL155C AOF1001
9679,IES1,P43579,YFL013C
9680,ILV2,P07342,SMR1 YMR108W YM9718.07
9681,INP1,Q03694,YMR204C YM8325.05C
9682,IMD3,P50095,YLR432W L9753.4
9683,URA6,P15700,SOC8 YKL024C
9684,LSO1,Q3E827,YJR005C-A
9685,MIX17,Q03667,MIC17 YMR002W YM8270.04
9686,SRB7,P47822,MED21 YDR308C D9740.17
9687,MRP10,O75012,YDL045W-A
9688,CUP1-2,P0CX81,MTH1 YHR055C
9689,MTO1,P53070,IPS1 YGL236C
9690,BET4,Q00618,YJL031C J1254
9691,PML1,Q07930,YLR016C L1591
9692,FAA3,P39002,YIL009W
9693,EEB1,Q02891,YPL095C LPG13C
9694,MCA1,Q08601,YCA1 YOR197W
9695,MLC1,P53141,YGL106W G3080
9696,MRX10,Q05648,YDR282C
9697,PAD1,P33751,POF1 YDR538W
9698,PAB1,P04147,YER165W
9699,NBP2,Q12163,YDR162C
9700,NCB2,Q92317,YDR1 YDR397C
9701,NOT3,P06102,YIL038C
9702,NMD5,P46970,KAP119 YJR132W J2112
9703,YOS9,Q99220,YDR057W D4222
9704,OM45,P16547,YIL136W
9705,OSH2,Q12451,YDL019C D2845
9706,PCL2,P25693,CLN4 YDL127W D2223
9707,PAN1,P32521,DIM2 MDP3 MIP3 YIR006C YIB6C
9708,SEC27,P41811,YGL137W G2827
9709,HIS6,P40545,YIL020C
9710,MFM1,Q02783,LPE10 YPL060W
9711,MKS1,P34072,LYS80 YNL076W N2344 N2347
9712,MEX67,Q99257,YPL169C P2520
9713,SOH1,P38633,MED31 YGL127C G2864
9714,MSH3,P25336,YCR092C YCR1152 YCR92C
9715,SLM3,Q12093,MTO2 MTU1 YDL033C D2761
9716,MSI1,P13712,CAC3 YBR195C YBR1405
9717,MSL1,P40567,YIR009W YIB9W
9718,NUP145,P49687,RAT10 YGL092W
9719,NTO1,Q12311,YPR031W
9720,MDE1,P47095,YJR024C J1545 YJR83.18
9721,NBA1,Q08229,YOL070C
9722,NAT3,Q06504,YPR131C
9723,MYO4,P32492,SHE1 YAL029C FUN22
9724,NOP12,Q08208,YOL041C
9725,PIN4,P34217,MDT1 YBL051C YBL0506 YBL0516
9726,PMT5,P52867,YDL093W D2399
9727,CNA1,P23287,CMP1 YLR433C L9753.6
9728,PMT6,P42934,YGR199W G7722
9729,CMP2,P14747,CNA2 YML057W YM9958.05
9730,NGG1,P32494,ADA3 SWI7 YDR176W YD9395.09
9731,NPR1,P22211,YNL183C N1631
9732,PIP2,P52960,OAF2 YOR363C
9733,POS5,Q06892,YPL188W
9734,PIR1,Q03178,CCW6 YKL164C YKL618
9735,PIR3,Q03180,CCW8 YKL163W YKL617
9736,NOP8,Q08287,YOL144W
9737,PHO12,P38693,YHR215W
9738,DIA3,P52290,YDL024C D2815
9739,NPP1,P25353,YCR026C YCR246 YCR26C
9740,PIF1,P07271,TST1 YML061C YM9958.01C
9741,NOG1,Q02892,YPL093W LPG15W
9742,NSE4,P43124,QRI2 YDL105W D2354
9743,NSE3,Q05541,YDR288W
9744,NRG2,P38082,YBR066C YBR0616
9745,GTT2,Q12390,YLL060C L0560
9746,KAP104,P38217,YBR017C YBR0224
9747,IMD2,P38697,PUR5 YHR216W
9748,SPN1,Q06505,IWS1 YPR133C
9749,ITT1,Q04638,YML068W
9750,MNT2,P53059,YGL257C NRD558
9751,MOB1,P40484,YIL106W
9752,MSH2,P25847,YOL090W O0935
9753,MPP10,P47083,YJR002W J1411 YJR83.5
9754,MRC1,P25588,YCL061C YCL61C/YCL60C
9755,MTG2,P38860,YHR168W
9756,MUM2,P38236,YBR057C YBR0514
9757,NMA2,P53204,YGR010W
9758,NOC3,Q07896,YLR002C
9759,HUT1,Q12520,MLF6 YPL244C
9760,HXT11,P54862,LGT3 YOL156W AOB567 O0414
9761,HXT13,P39924,HXT8 YEL069C
9762,IRC9,P47010,YJL142C J0650
9763,IPT1,P38954,SYR4 YDR072C D4405 YD8554.05C
9764,IRC14,Q08522,YOR135C O3323
9765,IMD1,P39567,YAR073W FUN63
9766,KEX2,P13134,QDS1 YNL238W N1122
9767,KSP1,P38691,YHR082C
9768,MNL2,Q12205,YLR057W L2153
9769,MSN2,P33748,YMR037C YM9532.02C
9770,ADI1,Q03677,YMR009W YM8270.12
9771,NDC80,P40460,HEC1 TID3 YIL144W
9772,NUP170,P38181,NLE3 YBL079W YBL0725
9773,NTC20,P38302,SNT384 YBR188C YBR1316
9774,MMS21,P38632,NSE2 YEL019C
9775,OCH1,P31755,NGD29 YGL038C
9776,OPY2,Q06810,YPR075C
9777,ENT1,Q12518,YDL161W
9778,STE4,P18851,YOR212W YOR50-2
9779,GTB1,Q04924,YDR221W
9780,GLO4,Q12320,GER1 YOR040W O2758 OR26.33
9781,GLN1,P32288,YPR035W YP3085.01 YP9367.15
9782,GRX6,Q12438,YDL010W D2890
9783,IFH1,P39520,RRP3 YLR223C L8083.9
9784,ISA2,Q12425,YPR067W YP9499.22
9785,IRC4,Q03036,YDR540C
9786,TPK2,P06245,PKA2 YKR1 YPL203W
9787,LHP1,P33399,LAH1 YLA1 YDL051W
9788,MLH3,Q12083,YPL164C P2550
9789,MET3,P08536,YJR010W J1436
9790,MET31,Q03081,YPL038W P7102.12
9791,MSC2,Q03455,YDR205W YD8142.02
9792,MNT3,P40549,YIL014W
9793,MSC3,Q05812,YLR219W
9794,MSS1,P32559,PET53 YMR023C YM9711.13C
9795,MATALPHA2,P0CY08,ALPHA-2 MAT2A MATAL2 YCR039C YCR39C
9796,MSN5,P52918,YDR335W D9651.5
9797,ARG2,P40360,YJL071W HRB574 J1091
9798,NCE102,Q12207,NCE2 RTG2S2 YPR149W P9659.2
9799,EGD2,P38879,YHR193C
9800,RSA4,P25382,YCR072C YCR72C
9801,NHP6B,P11633,NHPB YBR089C-A YBR090BC
9802,NEL1,P38769,YHR035W
9803,SCT1,P32784,GAT2 YBL011W YBL0309 YBL0315
9804,HAL5,P38970,YJL165C J0531
9805,HAP5,Q02516,YOR358W
9806,GTO1,P48239,YGR154C G6664
9807,HAT1,Q12341,YPL001W LPA16W YP8132.12
9808,KSH1,Q8TGJ3,YNL024C-A
9809,LAP2,Q10740,YNL045W N2535
9810,YJU3,P28321,YKL094W YKL441
9811,NAF1,P53919,YNL124W N1888
9812,NUP157,P40064,YER105C
9813,ORC4,P54791,YPR162C P9325.5
9814,HTL1,Q9URQ5,DRT1 YCR020W-B
9815,HIT1,P46973,YJR055W J1705
9816,TIF4632,P39936,YGL049C
9817,IPK1,Q06667,GSL1 YDR315C
9818,KAP123,P40069,YRB4 YER110C
9819,KAP114,P53067,YGL241W HRC1004
9820,IME2,P32581,SME1 YJL106W J0817
9821,KRE5,P22023,YOR336W
9822,MKT1,P40850,YNL085W N2302
9823,MUP3,P38734,YHL036W
9824,MET12,P46151,YPL023C LPB8C
9825,MUP1,P50276,YGR055W
9826,MVB12,P42939,YGR206W G7740
9827,NMD3,P38861,YHR170W
9828,OSW2,Q12202,YLR054C L2141
9829,MCT1,Q12283,YOR221C YOR50-11
9830,SUP45,P12385,SAL4 SUP1 YBR143C YBR1120
9831,RAD27,P26793,FEN1 RTH1 YKL113C YKL510
9832,FAS1,P07149,YKL182W
9833,GAL4,P04386,YPL248C
9834,FSH1,P38777,YHR049W
9835,FSF1,Q12029,YOR271C
9836,GGA2,P38817,YHR108W
9837,GGC1,P38988,SHM1 YHM1 YDL198C D1214
9838,FRD1,P32614,FRDS FRDS1 YEL047C SYGP-ORF35
9839,GIT1,P25346,YCR098C YCR137 YCR98C
9840,GCV1,P48015,YDR019C YD9335.05C
9841,GRX7,P38068,GRX6 YBR014C YBR0219
9842,GRX8,Q05926,YLR364W
9843,ECM4,P36156,GTO2 YKR076W
9844,MSH5,Q12175,YDL154W D1542
9845,GYP1,Q08484,YOR070C YOR29-21
9846,HEH2,Q03281,YDR458C D8035.2
9847,HIR3,P47171,HPC1 YJR140C J2161
9848,HSL7,P38274,YBR133C YBR1008
9849,HSC82,P15108,YMR186W YM8010.16
9850,FUN12,P39730,YAL035W
9851,IES5,P40060,YER092W
9852,IZH2,Q12442,PHO36 YOL002C UND327
9853,INA22,P40576,YIR024C
9854,INA17,Q02888,AIM43 FMP14 YPL099C
9855,KAP95,Q06142,YLR347C L8300.15
9856,CKI1,P20485,CKI YLR133W L3130 L9606.8
9857,YDL124W,Q07551,D2240
9858,YML082W,Q04533,
9859,MIA40,P36046,TIM40 YKL195W
9860,MGR3,Q04472,FMP24 YMR115W YM9718.14
9861,MET32,Q12041,YDR253C YD9320A.03C
9862,MRX12,P47084,YJR003C J1415 YJR83.30
9863,MRS3,P10566,YJL133W J0675
9864,SPO21,Q12411,MPC70 YOL091W
9865,MPP6,P53725,YNR024W N3230
9866,MRD1,Q06106,YPR112C
9867,TPM1,P17536,YNL079C N2332
9868,TRK2,P28584,RPD2 YKR050W
9869,TPO5,P36029,YKL174C YKL639
9870,UBA1,P22515,YKL210W
9871,VHS3,Q08438,YOR054C YOR29-05
9872,CDC60,P26637,YPL160W P2564
9873,GRS1,P38088,YBR121C YBR0917
9874,TRR2,P38816,YHR106W
9875,TSR1,Q07381,YDL060W
9876,YML002W,P0CF17,YM8270.01 YM9571.17
9877,URB2,P47108,NPA2 YJR041C J1622
9878,VBA1,Q04301,YMR088C YM9582.13C
9879,UFD2,P54860,YDL190C D1255
9880,UBR2,Q07963,YLR024C
9881,ULP1,Q02724,YPL020C LPB11C
9882,VHR1,P40522,YIL056W
9883,TPS1,Q00764,BYP1 CIF1 FDP1 GGS1 GLC6 TSS1 YBR126C YBR0922
9884,TPI1,P00942,YDR050C YD9609.05C
9885,TPM2,P40414,YIL138C
9886,CDC21,P06785,CRT9 TMP1 YOR074C YOR29-25
9887,UBX4,P54730,YMR067C YM9916.06C
9888,VBA3,P25594,YCL069W YCL69W
9889,UBC6,P33296,DOA2 YER100W
9890,UBX3,Q12229,YDL091C
9891,UBI4,P0CG63,SCD2 YLL039C
9892,YHL012W,P38709,
9893,TRX3,P25372,YCR083W YCR83W
9894,VBA2,P38358,YBR293W YBR2109
9895,UFD4,P33202,YKL010C YKL162
9896,UBP7,P40453,YIL156W
9897,URK1,P27515,YNR012W N2050
9898,UGA4,P32837,YDL210W D1037
9899,UBP5,P39944,YER144C
9900,VMA1,P17255,CLS8 TFP1 YDL185W D1286
9901,CDC34,P14682,DNA6 UBC3 YDR054C D4211 YD9609.08C
9902,UBP3,Q01477,YER151C
9903,UBP2,Q01476,YOR124C O3281 YOR3281C
9904,TCB2,P48231,YNL087W N2250
9905,TMA17,Q12513,YDL110C D2320
9906,RIP1,P08067,YEL024W
9907,MST1,P07236,YKL194C
9908,TAF6,P53040,TAF60 YGL112C G2985
9909,TIM21,P53220,YGR033C
9910,THO1,P40040,YER063W
9911,TED1,P40533,YIL039W
9912,TOM71,P38825,TOM72 YHR117W
9913,UBC4,P15731,YBR082C YBR0745
9914,UBR1,P19812,PTR1 YGR184C G7168
9915,UBP8,P50102,YMR223W YM9959.05
9916,TIM44,Q01852,ISP45 MIM44 MPI1 YIL022W
9917,TMN2,Q04562,YDR107C
9918,USB1,Q12208,YLR132C L3127
9919,PFA4,Q12006,YOL003C UNE378
9920,PRM6,Q04705,KCH2 YML047C YM9827.05C
9921,TIP1,P27654,YBR067C YBR0622
9922,EST2,Q06163,YLR318W L8543.12
9923,TMN3,P40071,YER113C
9924,YTA7,P40340,YGR270W
9925,BRF1,P29056,PCF4 TDS4 YGR246C
9926,UBP14,P38237,GID6 YBR058C YBR0515
9927,URH1,Q04179,YDR400W D9509.19
9928,TAN1,P53072,YGL232W
9929,TAL1,P15019,YLR354C L9638.6
9930,TIM17,P39515,MIM17 MPI2 SMS1 YJL143W J0648
9931,DST1,P07273,PPR2 YGL043W
9932,TPO4,Q12256,YOR273C O5440
9933,TMA16,Q08687,YOR252W
9934,TPA1,P40032,YER049W
9935,UIP3,P39547,YAR027W FUN55
9936,CTP1,P38152,YBR291C YBR2039
9937,UBC13,P52490,YDR092W YD6652.04
9938,AIM10,P39965,YER087W
9939,TIM23,P32897,MAS6 MIM23 MPI3 YNR017W N3180
9940,TKL1,P23254,YPR074C YP9499.29C
9941,TRS120,Q04183,YDR407C D9509.25 ESBP10
9942,TRM7,P38238,YBR061C YBR0527
9943,TOM1,Q03280,SSR2 YDR457W D8035.1
9944,TTI1,P36097,FMP47 YKL033W YKL246
9945,TUB1,P09733,YML085C
9946,GLN4,P13188,YOR168W O3601
9947,SYS1,P41544,YJL004C J1402 YJR83.17
9948,TPO1,Q07824,YLL028W L0939
9949,TOM22,P49334,MAS17 MAS22 MOM22 YNL131W N1217 N1862
9950,TPC1,P53257,YGR096W
9951,TSA2,Q04120,YDR453C D9461.38
9952,UBC1,P21734,YDR177W YD9395.10
9953,UBC11,P52492,YOR339C O6268
9954,VID27,P40157,YNL212W N1327
9955,BDP1,P46678,TFC5 YNL039W N2682
9956,TIP20,P33891,TIP1 YGL145W
9957,PPM2,Q08282,TYW4 YOL141W
9958,UBP12,P39538,YJL197W J0340
9959,COX11,P19516,YPL132W LPI13W
9960,COS9,P36034,YKL219W
9961,COS3,P0CX13,YML132W YM4987.03
9962,CPR4,P25334,CYP4 SCC3 YCR069W YCR69W/YCR70W
9963,DCW1,P36091,YKL046C YKL259
9964,DCV1,P43595,YFR012W
9965,DBF2,P22204,YGR092W
9966,DHR2,P36009,YKL078W YKL408
9967,DLS1,P40366,YJL065C HRD167 J1115
9968,ECM22,Q05958,YLR228C
9969,ECM18,Q04623,YDR125C YD9727.20C
9970,EDC2,P40023,YER035W
9971,ECI1,Q05871,YLR284C
9972,DRN1,P53255,YGR093W
9973,ELF1,P36053,YKL160W YKL614
9974,RMA1,P36001,YKL132C
9975,FLO9,P39712,YAL063C
9976,YHB1,P39676,YHB YGR234W G8572
9977,ZWF1,P11412,MET19 YNL241C N1110
9978,FRK1,Q03002,YPL141C
9979,FRM2,P37261,YCL026C-A YCLX08C YCLX8C
9980,GET2,P40056,HUR2 RMD7 YER083C
9981,GPI8,P49018,YDR331W D9798.2
9982,HSM3,P38348,YBR272C YBR1740
9983,HSP26,P15992,YBR072W YBR0714
9984,HPT1,Q04178,BRA6 YDR399W D9509.18
9985,HPC2,Q01448,YBR215W YBR1503
9986,SUI3,P09064,TIF212 YPL237W
9987,JJJ2,P46997,YJL162C J0549
9988,GUK1,P15454,YDR454C D9461.39
9989,KEX1,P09620,YGL203C
9990,YUH1,P35127,YJR099W J1941
9991,VHR2,P40041,YER064C
9992,UTP5,Q04177,YDR398W D9509.17
9993,YBL094C,P38173,YBL0836
9994,YBL112C,Q3E7Y4,
9995,YAL059C-A,A0A023PYD0,
9996,YGR125W,P53273,G6362
9997,YDR526C,P87274,
9998,YGR107W,P53263,
9999,YIL177C,P40434,
10000,YGR242W,P53310,
10001,YML083C,Q04526,
10002,TY1B-JR2,P47100,YJRWTy1-2 POL YJR029W J1570
10003,YML122C,Q03207,YM7056.04C
10004,YML100W-A,Q8TGT0,
10005,TY1B-ML1,Q04711,YMLWTy1-1 POL YML045W YM9827.08
10006,YDR003W-A,Q3E7Z7,
10007,YCR099C,P25657,YCR99C
10008,YER084W-A,A0A023PZG0,
10009,TY1B-LR3,P0C2I6,YLRWTy1-3 POL YLR227W-B L8083.11
10010,YJL120W,P47020,J0734
10011,YJL027C,P47063,J1269
10012,YEL020C-B,P0C5M6,smORF171
10013,TY5B,P25601,YCL075W YCL75W
10014,YOR072W,Q08486,O2937 YOR29-23
10015,YPR016W-A,P0C5R5,
10016,YPR1,Q12458,YDR368W D9481.8
10017,YOR032W-A,Q8TGS1,
10018,YRB30,P53107,YGL164C G1817
10019,YRM1,Q12340,YOR172W O3620
10020,YNR003W-A,Q8TGL7,
10021,YSF3,P0C074,RCP10 YNL138W-A
10022,KRS1,P15180,GCD5 YDR037W YD9673.09
10023,TAD1,P53065,YGL243W HRA400
10024,TAO3,P40468,PAG1 YIL129C
10025,TGL1,P34163,YKL140W YKL5
10026,TEL2,P53038,YGR099W
10027,TEX1,P53851,YNL253W N0860
10028,TCO89,Q08921,YPL180W
10029,TDA6,Q06466,YPR157W
10030,UMP1,P38293,YBR173C YBR1234
10031,MSW1,P04803,MSW YDR268W D9954.7
10032,TAF3,Q12297,TAF47 YPL011C LPA6C
10033,TAP42,Q04372,YMR028W YM9711.18 YM9973.01C
10034,TFA1,P36100,YKL028W
10035,VMA10,P48836,YHR039C-A YHR039BC YHR039C-B
10036,XPT1,P47165,YJR133W J2118
10037,VPS9,P54787,VPT9 YML097C
10038,YCL001W-A,P87012,
10039,YBR300C,P38362,YBR2120
10040,YGR259C,P53321,
10041,YME1,P32795,OSD1 YTA11 YPR024W YP9367.04
10042,YFT2,Q06676,FIT2A YDR319C
10043,YEL075C,P39972,
10044,YIL067C,P40514,
10045,YCP4,P25349,YCR004C YCR042 YCR4C
10046,YIL047C-A,A0A023PYH8,
10047,YMR181C,Q03231,YM8010.11C
10048,YDR089W,P38966,D4495 YD8554.22
10049,TY1B-LR4,P0C2I7,YLRWTy1-4 POL YLR256W-B/YLR256W-C
10050,YMR187C,Q03236,YM8010.17C
10051,YER186C,P40101,
10052,TY1B-LR2,P0C2I5,YLRCTy1-2 POL YLR157C-B L9632.7
10053,YJL118W,P47022,J0742
10054,YJL043W,P47053,J1204
10055,YHR131C,P38835,
10056,YEL018C-A,A0A023PYD9,
10057,YJL222W-B,P0CL24,
10058,YCL076W,P25602,YCL76W
10059,YJR012C,P47087,J1440 YJR83.25
10060,YDR193W,P0C5E0,
10061,YNL140C,P53910,N1830
10062,TOD6,P34219,PBF1 YBL054W YBL0509 YBL0513
10063,UGA2,P38067,UGA5 YBR006W YBR0112
10064,TRP4,P07285,YDR354W D9476.4
10065,TGL2,P54857,YDR058C D4225 YD9609.12C
10066,TRE1,Q08919,YPL176C
10067,TMA7,Q3E764,YLR262C-A
10068,TLG2,Q08144,YOL018C
10069,UBX5,Q06682,YDR330W
10070,UFD1,P53044,PIP3 YGR048W
10071,UBP6,P43593,YFR010W
10072,UBC5,P15732,YDR059C D4234 YD9609.13C
10073,UTP6,Q02354,YDR449C D9461.34
10074,UTP18,P40362,YJL069C HRE594 J1098
10075,VPS38,Q05919,VPL17 YLR360W L8039.11
10076,VMA8,P32610,YEL051W SYGP-ORF11
10077,UTP25,P40498,YIL091C
10078,YBR206W,P38309,YBR1447
10079,YIR020C,P40575,
10080,YDR094W,A0A023PYD3,
10081,YKL066W,P36089,YKL332
10082,YCR023C,P25351,YCR23C YCR241
10083,YCR051W,P25631,YCR51W
10084,YIL115W-A,A0A023PZJ9,
10085,YMR153C-A,A0A023PYJ4,
10086,YMR135W-A,Q6B0X1,
10087,YLR122C,Q12312,L2967 L9233.11
10088,YER175W-A,Q8TGU4,
10089,YJL182C,P46986,J0430
10090,TY1B-DR4,Q07793,YDRCTy1-3 POL YDR261C-D
10091,YDR124W,Q04608,
10092,YOL166C,Q08373,O0201
10093,YOP1,Q12402,YIP2 YPR028W YP9367.08
10094,YGL152C,P53113,G1873
10095,YOR300W,Q08756,O5639
10096,YOR161W-A,Q8TGL5,
10097,YOL019W-A,Q8TGS2,
10098,RTC2,P38279,YPQ3 YBR147W YBR1124
10099,YPS5,P53057,YGL259W NRA165
10100,YPR145C-A,Q2V2P0,
10101,YPR170W-A,P0C5R8,
10102,YPL136W,O13519,
10103,YMR1,P47147,YJR110W J2007
10104,YSP2,Q06681,LAM2 LTC4 YDR326C
10105,YNR042W,P53737,N3423
10106,UIP4,Q08926,YPL186C
10107,YBL111C,Q3E7Y5,
10108,YBR027C,P38220,YBR0311
10109,YBR285W,P38354,YBR2023
10110,WHI4,Q07655,YDL224C D0839
10111,YFR006W,P43590,
10112,YEN1,P40028,YER041W
10113,TY2B-LR1,P0C2J3,YLRWTy2-1 POL YLR410W-B L9931.7b
10114,TY2A-GR1,P0C2J2,YGRCTy2-1 GAG YGR038C-E G4141
10115,YER121W,P40076,
10116,YGL260W,P53056,NRB76
10117,YIR016W,P40572,
10118,TY2B-DR2,Q03494,YDRWTy2-2 POL YDR210W-B YD8142A.09
10119,YIL166C,P40445,
10120,SDL1,P0CF22,SDH1 YIL167W YI9402.08B
10121,YJL052C-A,Q3E837,
10122,YIL025C,P40542,
10123,YCR043C,P25361,YCR43C YCR725
10124,YMR119W-A,A0A023PZL2,
10125,YDL032W,Q12281,D2767
10126,YMR206W,Q03695,YM8325.07
10127,YJL218W,P40892,HRA196 J0224
10128,YDL162C,Q12307,
10129,YJL015C,P47073,J1331
10130,YEL034C-A,Q02217,
10131,YER046W-A,A0A023PZF5,
10132,YMR310C,Q04867,YM9924.02C
10133,YDL186W,P48568,D1281
10134,YDL071C,Q07438,
10135,TY1A-LR3,P0CX75,YLRWTy1-3 GAG YLR227W-A L8083.11
10136,YLR156C-A,P0CY03,
10137,YJL028W,P47062,J1267
10138,YEA4,P40004,YEL004W
10139,ZAP1,P47043,YJL056C J1145
10140,YNL217W,P40152,N1306
10141,YOR277C,Q08736,O5456
10142,YOL162W,P0CF19,O0235
10143,YOR364W,Q08842,O6658
10144,ZIP2,P53061,YGL249W NRC704
10145,YPR195C,Q06594,P9677.14
10146,YPT6,Q99260,YLR262C L8479.11
10147,TY1A-PR2,P0CX60,YPRWTy1-3 GAG YPR158W-A P9584.3
10148,YPR170C,A0A023PYK2,
10149,YPL119C-A,Q3E751,
10150,YOR342C,Q12182,O6283
10151,YNR014W,P53719,N2060
10152,YNL285W,P53831,N0552
10153,YNL017C,P53977,N2834
10154,ZUO1,P32527,YGR285C
10155,GUS1,P46655,YGL245W G0583 HRB724
10156,MSR1,P38714,YHR091C
10157,MSY1,P48527,YPL097W LPG11W
10158,THI11,P47183,YJR156C J2250
10159,THI12,P42883,YNL332W N0295
10160,TIR2,P33890,SRP2 YOR010C O2553 UND251
10161,TDA10,P42938,YGR205W G7737
10162,TCP1,P12612,CCT1 YDR212W YD8142.13 YD8142B.04
10163,TRM8,Q12009,YDL201W D1075
10164,TRA1,P38811,YHR099W
10165,TOF1,P53840,YNL273W N0636
10166,TMA46,Q12000,DFRP1 YOR091W YOR3160w
10167,ILV1,P00927,YER086W
10168,TFB5,Q3E7C1,YDR079C-A
10169,THI6,P41835,YPL214C
10170,TOS2,P50078,YGR221C G8523
10171,TYW1,Q08960,YPL207W
10172,UBA4,P38820,NCS3 YHR111W
10173,VAM3,Q12241,PTH1 YOR106W YOR3220W
10174,VTA1,Q06263,YLR181C
10175,WTM2,Q12206,YOR229W YOR50-19
10176,VPS74,Q06385,YDR372C D9481.15
10177,YBR126W-A,Q8TGU7,
10178,YBR230W-A,Q3E762,
10179,YBR178W,P38296,YBR1240
10180,YBR226C,P38322,YBR1523
10181,YAL034C-B,O13515,YAL035C-A
10182,YER097W,P40062,
10183,YHL030W-A,A0A023PZD5,
10184,YFR010W-A,P0C5N0,
10185,YGL072C,P53161,
10186,YGR204C-A,Q8TGT7,
10187,YGL074C,P53160,
10188,YGL194C-A,Q2V2P6,
10189,YLR285C-A,Q3E771,
10190,YGR176W,P32475,
10191,YGR237C,P50089,G8581
10192,YDR521W,P87273,
10193,YGR290W,P53339,
10194,YGR115C,P53269,G6166
