,internal_id,uniprot_id,external_id
10195,YGR050C,P53231,
10196,YLR347W-A,Q8TGM2,
10197,YDR290W,P87280,
10198,YML131W,Q03102,YM4987.04
10199,YJR039W,P47107,J1614
10200,YGR269W,P40326,
10201,YCR013C,P25614,YCR13C
10202,YML133W-A,P0CL29,
10203,YKL107W,P34251,YKL462
10204,YIR040C,P40584,
10205,YEL028W,P39989,
10206,YDR541C,Q03049,
10207,YKR045C,P36138,
10208,TY1A-MR2,P0CX69,YMRCTy1-4 GAG YMR051C YM9796.04C
10209,YJR098C,P47139,J1936
10210,YKL147C,P36061,YKL601
10211,YKL023W,P36103,
10212,YCR100C,P25606,
10213,YMR307C-A,P0C5Q5,smORF544
10214,TY1B-ML2,Q03434,YMLWTy1-2 POL YML039W YM8054.04
10215,TY1A-DR6,P0CX70,YDRWTy1-5 GAG YDR365W-A D9481.12
10216,YJR114W,P47151,J2024
10217,YER079C-A,A0A023PZB8,
10218,YLR030W,Q07967,
10219,YJL193W,P39542,J0349
10220,YER165C-A,A0A023PZH1,
10221,YJL064W,P47038,HRC131 J1120
10222,YDR179W-A,Q03983,YD9395.13
10223,TAF13,P11747,FUN81 TAF19 YML098W
10224,TAF10,Q12030,TAF23 TAF25 YDR167W YD9489.02
10225,TAF4,P50105,MPT1 TAF48 TSG2 YMR005W YM8270.07
10226,THI20,Q08224,YOL055C O1239
10227,THI72,Q08579,YOR192C
10228,TFB3,Q03290,RIG2 YDR460W
10229,THI5,P43534,MOL2 YFL058W
10230,TFC6,Q06339,YDR362C
10231,CCT8,P47079,YJL008C J1374
10232,CCT7,P42943,YJL111W J0804
10233,TIP41,Q12199,YPR040W YP3085.04
10234,TEM1,P38987,YML064C
10235,TDA5,Q06417,YLR426W
10236,TOP2,P06786,TOR3 YNL088W N2244
10237,GCD14,P46959,TRM61 YJL125C J0710
10238,TOM40,P23644,ISP42 MOM38 YMR203W YM8325.04
10239,TOM6,P33448,ISP6 YOR045W
10240,TSR2,Q06672,YLR435W
10241,UNG1,P12887,YML021C
10242,USA1,Q03714,YML029W
10243,YBL107W-A,Q6B113,
10244,YBR255C-A,Q3E776,
10245,YBR053C,P38235,YBR0506
10246,YGR114C,P53268,G6163
10247,YLR269C,O13550,
10248,YGR151C,P53287,
10249,YIL177W-A,P0CL41,
10250,YIF1,P53845,YNL263C N0820
10251,YMR013W-A,P0C5Q2,
10252,YEL010W,P40000,
10253,YIL002W-A,Q3E7Z5,
10254,YKL102C,P34249,YKL454
10255,YMR114C,Q04471,YM9718.13C
10256,YMR155W,Q03795,YM8520.04
10257,YLR046C,Q12253,L2111
10258,YDR194W-A,Q3E818,smORF123
10259,YMR290W-A,A0A023PZH5,
10260,YLL067C,Q07888,L0111 L0503 L0509
10261,YLL019W-A,Q8TGM8,
10262,YER172C-A,A0A023PYF7,
10263,TY1A-LR2,P0CX72,YLRCTy1-2 GAG YLR157C-A L9632.7
10264,YER148W-A,A0A023PXK2,
10265,YJL222W-A,P0CL26,
10266,TY1B-DR3,Q99231,YDRCTy1-2 POL YDR210C-D YD8142B.01
10267,YPL044C,O13520,
10268,YPR015C,Q12531,LPZ14c
10269,YNL235C,P53856,N1139
10270,YPP1,P46951,YGR198W G7594
10271,YOL029C,Q08187,
10272,YPQ2,Q06328,YDR352W
10273,ZIP1,P31111,YDR285W D9819.9
10274,YPL108W,Q02872,
10275,YOR289W,Q12012,
10276,YOL050C,Q08222,O1284
10277,YPL142C,Q08916,
10278,YOL085W-A,Q8TGQ8,
10279,YOR268C,Q08734,
10280,YPC1,P38298,YBR183W YBR1305
10281,YNL040W,P53960,N2679
10282,YNL181W,P53878,N1640
10283,UPS3,Q04006,GEP2 YDR185C
10284,YCR102W-A,Q96VG5,
10285,CIN5,P40917,HAL6 SDS15 YAP4 YOR028C OR26.18
10286,YBR109W-A,P90471,
10287,YBR221W-A,Q3E781,
10288,YBR032W,P38223,YBR0317
10289,YBR103C-A,P0C5L3,
10290,YAL067W-A,Q8TGK6,
10291,YBL039C-A,P0C5K9,
10292,YHR139C-A,O13536,
10293,YLR161W,P0CE98,L9632.5
10294,YFR034W-A,Q8TGR2,
10295,YHL008C,P38750,
10296,YMC1,P32331,YPR058W YP9499.14
10297,YDR444W,Q04093,
10298,YFR045W,P43617,
10299,YIL171W,P40440,YI9402.06A
10300,YEF1,P32622,YEL041W SYGP-ORF17
10301,YDR034W-B,Q6Q5X2,
10302,YJR038C,P47106,J1612
10303,YIH1,P25637,YCR059C YCR59C
10304,YKR041W,P36134,
10305,YIL156W-A,A0A023PXG3,
10306,YMR122C,Q03879,YM8564.04C
10307,YJL047C-A,Q3E737,
10308,YMR265C,Q03508,YM8156.07C
10309,TY1B-LR1,Q12088,YLRCTy1-1 POL YLR035C-A L1807
10310,TY1B-DR5,P0C2I2,YDRWTy1-4 POL YDR316W-B D9740.1
10311,YLR031W,Q07978,
10312,YPR012W,Q04203,YP9531.05
10313,YJU2,P28320,CWC16 YKL095W YKL442
10314,YPL014W,Q02606,
10315,YPT11,P48559,YNL304W N0410
10316,YOR283W,Q12040,
10317,YOR108C-A,Q8TGL6,
10318,YNL228W,P53862,N1249
10319,YPR136C,O13569,P9659.7B
10320,YOR292C,Q08743,
10321,YOL150C,Q08293,AOE103 O0448
10322,YOR170W,Q08543,O3610
10323,YNR001W-A,P0C5Q7,
10324,YNL067W-A,P0C5Q8,YNL067W-B
10325,YNL296W,P53828,N0459
10326,YNL171C,P53887,N1684
10327,YNL019C,P53975,N2827
10328,YER039C-A,P0CD97,
10329,YNL174W,P53884,N1669
10330,YSW1,P38280,YBR148W YBR1125
10331,YNL203C,P40163,N1358
10332,YCR075W-A,Q3E830,
10333,YCR024C-B,Q3E7Z8,
10334,YBL029C-A,Q3E756,
10335,YCR045W-A,Q8TGQ2,
10336,YBR071W,P38243,YBR0712
10337,YBR219C,P38317,YBR1509
10338,YAR028W,P39548,FUN56
10339,YBR220C,P38318,YBR1510
10340,YBR056W-A,I2HB52,
10341,YAL047W-A,A0A023PZE2,
10342,YBR287W,P38355,YBR2034
10343,YAL064W-B,O13512,
10344,YLL066W-A,P0CY00,
10345,TY1B-GR1,Q12141,YGRWTy1-1 POL YGR027W-B G4054
10346,YDR514C,Q04408,
10347,YGR069W,P53245,
10348,YDR274C,P87283,D9954.4A
10349,YGR153W,P48238,G6661
10350,YIR020W-A,Q03886,YIR020W-B
10351,YJR107C-A,P0CT86,
10352,YIL054W,P40524,
10353,TY1A-LR4,P0C2I8,YLRWTy1-4 GAG YLR256W-A L9672.1
10354,YJL077W-A,Q8TGN3,
10355,YDR132C,Q03900,
10356,YEL077C,Q3E7X8,
10357,YHR078W,P38799,
10358,YDL094C,Q07509,
10359,TY1A-DR5,P0CX65,YDRWTy1-4 GAG YDR316W-A D9740.1a
10360,TY2A-DR1,Q12392,YDRCTy2-1 GAG YDR034C-C YD9673.06c
10361,YPT52,P36018,YKR014C YK112
10362,YOL013W-B,Q870I1,YOL013W-A
10363,YPR071W,Q12346,YP9499.26
10364,YRB2,P40517,YIL063C
10365,TY1B-PR2,P0C2J0,YPRWTy1-3 POL YPR158W-B P9584.3c
10366,YOR314W,Q12506,06123
10367,YOR203W,Q08621,O4833
10368,YNL234W,P53857,N1142
10369,TY1B-PR3,P0C2J1,YPRCTy1-4 POL YPR158C-D P9584.3
10370,YPR089W,O13585,YPR090W
10371,YPR117W,Q06116,
10372,TY4B-P,A0A0B7P3V8,YPLCTy4-1 POL YPL060C-A
10373,YRO2,P38079,YBR054W YBR0507
10374,YPR169W-A,P0C5R7,smORF672
10375,YPL152W-A,Q8TGR9,
10376,YOR387C,Q08910,
10377,Q0255,P03881,
10378,YNG2,P38806,EAF4 NBN1 YHR090C
10379,YNL338W,P53820,N0170
10380,TRX1,P22217,TRX2 YLR043C
10381,TRR1,P29509,YDR353W D9476.5
10382,VMA3,P25515,CLS7 CUP5 GEF2 YEL027W
10383,YCL002C,P25565,YCL2C
10384,YAL037W,P39728,
10385,YBL028C,P38202,YBL0423
10386,YAL037C-A,Q3E741,
10387,YGK3,Q12222,YOL128C
10388,YLR467C-A,P0CL39,
10389,YLR307C-A,Q3E825,
10390,YFR016C,P43597,
10391,YFR012W-A,Q3E838,
10392,YET3,Q07451,YDL072C
10393,TY3A-G,Q12173,YGRWTy3-1 GAG YGR109W-A G5982
10394,YGR126W,P53274,G6365
10395,YJR140W-A,Q8TGN1,
10396,TY4A-J,P47023,YJLWTy4-1 GAG YJL114W J0775
10397,YIL071W-A,A0A023PZF3,
10398,YGR273C,P53329,G9371
10399,YHR177W,P38867,
10400,YKL111C,P36074,
10401,YCT1,Q12235,YLL055W L0578
10402,YMR122W-A,Q3E842,
10403,YKL123W,P36071,
10404,YIL014C-A,Q02598,
10405,YEL023C,P39992,
10406,YMR304C-A,A0A023PYJ7,
10407,YEL025C,P39991,
10408,YMR272W-A,Q8TGM0,
10409,YER107W-A,A0A023PXJ7,
10410,YJL049W,P47048,J1162
10411,YLR053C,Q12026,L2137
10412,YDL163W,Q12148,
10413,YLR152C,P54072,L9634.9
10414,YLL020C,Q07811,L1219
10415,YDR018C,Q12185,PZF396 YD9335.04C
10416,YJL022W,P47066,J1284
10417,YER188C-A,P0C0V2,
10418,YDR133C,Q03904,
10419,YKL106C-A,Q3E7A0,
10420,YOL019W,Q08157,
10421,YOL114C,Q12322,HRE202
10422,YTH1,Q06102,YPR107C
10423,YNL226W,P53864,N1259
10424,YRF1-8,P0CX22,YOR396W O7535
10425,YOR248W,Q08681,O5276
10426,YPL113C,Q02961,
10427,YOL083C-A,P0C5R4,
10428,YOR263C,Q08728,O5370
10429,YPL068C,Q02749,
10430,YOR338W,Q99326,O6265
10431,YNL103W-A,Q8TGQ9,
10432,YNL144W-A,Q8TGL9,
10433,YNL120C,P53922,N1909
10434,YNL109W,P53928,N1958
10435,YNL089C,P53936,N2242
10436,YNL028W,P53967,N2758
10437,UCC1,Q05947,YLR224W
10438,UTR1,P21373,YJR049C J1655
10439,VMA13,P41807,CLS11 YPR036W YP3085.02
10440,UTR5,P32630,YEL035C SYGP-ORF27
10441,VIP1,Q06685,YLR410W
10442,VPS34,P22543,END12 PEP15 VPL7 VPT29 YLR240W L9672.10
10443,YBL096C,P38171,YBL0834
10444,YAP5,P40574,YIR018W
10445,YBR064W,P38240,YBR0612
10446,YGR146C-A,Q8TGT9,
10447,YGR035C,P53222,
10448,YDR269C,P87281,
10449,YDR543C,Q03051,D3703.6
10450,YGR045C,P53229,
10451,YDR401W,O13523,
10452,YMR321C,Q04898,YM9924.13C
10453,YGR051C,P53232,
10454,YIL171W-A,A0A023PXN9,
10455,YDR413C,P87266,
10456,YJL026C-A,Q8TGJ8,
10457,YML084W,Q04521,
10458,YDR199W,A0A023PXB9,
10459,YJR037W,P47105,J1610
10460,YMR172C-A,A0A023PXH6,
10461,YML054C-A,Q3E809,
10462,YMR173W-A,A0A023PXQ4,
10463,YIL086C,P40503,
10464,YLR149C,Q99296,
10465,YMR316C-B,A0A023PXQ9,
10466,YEL076C-A,P0CX16,
10467,YDL180W,Q12301,
10468,YDR061W,Q12298,D4241
10469,YDR210W,Q03482,YD8142.07
10470,YJL175W,P46991,J0502
10471,YLL059C,Q12336,L0563
10472,YJL132W,P47014,J0678
10473,YER181C,P40097,
10474,YHR173C,P38864,
10475,YOX1,P34161,YML027W
10476,YTP1,P53584,YNL237W N1129
10477,YPK2,P18961,YKR2 YMR104C YM9718.03C
10478,TY1A-OL,Q92392,YOLWTy1-1 GAG YOL103W-A HRA440
10479,TY2B-OR1,Q12113,YORCTy2-1 POL YOR192C-B O4785
10480,YPR203W,Q08994,
10481,YOR381W-A,Q3E804,
10482,YPL162C,Q12042,
10483,YOR072W-B,Q3E832,
10484,YSC84,P32793,LSB4 YHR016C
10485,YPL272C,Q08984,
10486,YNR048W,P53740,N3453
10487,YNL058C,P53947,N2433 YNL2433C
10488,YNL319W,P53826,N0343
10489,UTP9,P38882,YHR196W
10490,YBL077W,P38183,YBL0733
10491,YBL109W,P89495,
10492,YBL100W-C,P0C269,YBL101W-C
10493,YBR131C-A,Q8TGQ5,
10494,TY2A-B,Q12260,YBLWTy2-1 GAG YBL100W-A YBL0821 YBL101W-A
10495,TY2A-C,P25383,YCLWTy2-1 GAG YCL020W YCL20W
10496,YBR196C-B,Q3E778,
10497,YLR159W,P0CE97,L9632.4
10498,YHR182C-A,A0A023PZI9,
10499,TY1A-H,P0C2I4,YHRCTy1-1 GAG YHR214C-C YHR214C-A
10500,YHR165W-A,A0A023PZE4,
10501,YLR294C,O13543,L8003.19A
10502,YHL015W-A,Q3E7Z6,
10503,YDL241W,Q07738,
10504,YFL015C,P43578,
10505,YIM1,P28625,YMR152W YM8520.01 YM9375.22
10506,YEL067C,P39978,
10507,YDR246W-A,Q3E763,smORF127
10508,YDR455C,P87271,
10509,YDR327W,P87288,
10510,YCR049C,P25629,YCR49C
10511,YJL133C-A,Q3E7A3,
10512,YKL083W,P36079,
10513,YIL168W,P0CF21,YI9402.08A
10514,YMR105W-A,Q8TGS8,
10515,YJR141W,P47172,J2166
10516,YKL169C,P36050,YKL633
10517,YKR011C,Q02209,YK110
10518,TY2B-DR1,Q12472,YDRCTy2-1 POL YDR034C-D YD9673.05c
10519,YOR1,P53049,YRS1 YGR281W
10520,YOR131C,Q12486,O3311 YOR3311c
10521,YPR022C,Q12139,
10522,YML053C,Q04978,YM9958.09C
10523,YOR192C-C,Q3E736,
10524,YOR282W,Q08741,O5477
10525,YOL046C,Q08216,O2030
10526,YOR392W,Q08915,O6786
10527,YOL166W-A,Q8TGJ1,
10528,YOR365C,Q08844,
10529,YPR170W-B,P0C5R9,
10530,YPL245W,Q12179,
10531,YPR196W,Q06595,P9677.4
10532,YPL247C,Q12523,
10533,YPL261C,Q08976,P0386
10534,YPD1,Q07688,YDL235C D0790
10535,YMR102C,Q03177,YM6228.01C YM6543.09C YM9718.01C
10536,YNL339W-B,P0CL36,
10537,YNR025C,P53726,N3235
10538,VAM7,P32912,YGL212W
10539,VTH2,P40890,YJL222W HRC1549 J0213
10540,VTS1,Q08831,YOR359W
10541,VPS36,Q06696,GRD12 VAC3 VPL11 YLR417W
10542,YBL073W,P38184,YBL0612
10543,YBR201C-A,Q2V2Q3,
10544,YCL021W,P25561,YCL21W
10545,YAL031W-A,A0A023PZ94,
10546,YHR212C,P0CX89,
10547,YFL066C,P43538,
10548,YHR212W-A,P0CX91,
10549,TY2B-DR3,Q07791,YDRWTy2-3 POL YDR261W-B YD9320A.14
10550,YDR355C,P87285,
10551,YLR342W-A,Q3E810,
10552,YGR068W-A,Q8TGN8,
10553,YDR271C,P87282,
10554,YLR255C,O13574,
10555,YGL015C,P33199,YGL026
10556,YGL262W,P53054,NRB175
10557,YGR139W,P53284,
10558,YFL012W-A,Q03186,
10559,YIR044C,P40588,
10560,YJL225W-A,P0CL42,
10561,TY1A-JR2,P47099,YJRWTy1-2 GAG YJR028W J1565
10562,YIL030W-A,A0A023PZJ3,
10563,TY1A-JR1,P0CX74,YJRWTy1-1 GAG YJR026W J1555
10564,YJR085C,P47131,J1863
10565,YJL197C-A,P0C5P0,
10566,YML007C-A,Q3E7A6,
10567,YJR142W,P47173,J2171
10568,YMR158C-A,Q3E843,
10569,YIL092W,P40497,
10570,YIL089W,P40500,
10571,YJL206C,P39529,J0316
10572,YHR097C,P38809,
10573,YDL012C,Q12489,D2880
10574,UBA2,P52488,PIP2 UAL1 YDR390C D9509.10
10575,VAM6,Q07468,CVT4 VPL18 VPL22 VPS39 YDL077C
10576,RAT1,Q02792,HKE1 TAP1 YOR048C
10577,VPS54,Q12071,CGP1 LUV1 RKI1 TCS3 YDR027C PZF889 YD9813.05C
10578,VPS65,O13554,YLR322W
10579,YAR069C,P0CX92,
10580,WHI2,P12611,YOR043W
10581,YBR225W,P38321,YBR1522
10582,YAE1,P47118,YJR067C J1805
10583,YGL117W,P53133,
10584,YHL006W-A,A0A023PXE5,
10585,YFR009W-A,P0C5M9,
10586,YLR281C,Q05863,
10587,YGR035W-A,Q45U48,
10588,YLR437C-A,Q8TGR0,
10589,YGR226C,P50083,G8544
10590,YHR071C-A,A0A023PXF2,
10591,YFR057W,P43625,
10592,YLR419W,Q06698,
10593,YDR476C,Q03362,
10594,YHL049C,P38722,
10595,YLR458W,A0A023PZK9,
10596,YFR054C,P43622,
10597,YEH1,Q07804,YLL012W L1329
10598,YML133C,Q03099,YM4987.01C YM4987.02C
10599,YIL012W,P40551,
10600,YKL070W,P36087,YKL343
10601,YMR272W-B,Q8TGS5,
10602,YLR050C,Q12155,L2125
10603,YKR033C,P36128,
10604,YDR209C,Q03480,YD8142A.06c
10605,TY1B-DR6,P0C2I3,YDRWTy1-5 POL YDR365W-B D9481.12
10606,YOR396C-A,P0CL40,
10607,YKL018C-A,Q3E7A7,
10608,YJL181W,P46987,J0435
10609,YOR022C,Q12204,OR26.12
10610,YJL119C,P47021,J0738
10611,YDL011C,Q12023,
10612,ULA1,Q12059,ENR2 YPL003W LPA14W
10613,YAT2,P40017,YER024W
10614,YBR174C,P38294,YBR1236
10615,YBR224W,P38320,YBR1521
10616,YLL066W-B,Q8TGJ7,
10617,YER190C-A,P0CL27,
10618,YGL069C,P53162,
10619,YHR218W-A,A0A023PXF5,
10620,YLR280C,O13541,
10621,YEL045C,P32616,SYGP-ORF33
10622,YIL141W,P40461,
10623,YLR407W,Q06070,
10624,YLR162W,Q06235,
10625,YGL102C,P53143,
10626,YGR011W,P53205,
10627,YHR022C-A,Q8TGT6,
10628,YLR232W,O13546,
10629,TY3A-I,Q99219,YILWTy3-1 GAG YIL082W
10630,YFR056C,P43624,
10631,YGL052W,P53175,
10632,YML089C,Q04502,
10633,YEL053W-A,A0A023PXC2,
10634,YJR128W,P47162,J2059
10635,YEL009C-A,A0A023PZF2,
10636,YDR149C,A0A023PXH9,
10637,TY1B-ER1,Q03612,YERCTy1-1 POL YER138C
10638,YJL163C,P46996,J0544
10639,YKL187C,P34231,
10640,TY5A,P25600,YCL074W YCL74W
10641,ZNF1,P43551,YFL052W
10642,YOL024W,Q08172,
10643,YOR169C,Q08540,O3605
10644,YOR331C,Q08786,O6238
10645,YPR126C,O13567,P9642.2B
10646,YOR072W-A,P0C5R2,smORF598
10647,YPL197C,Q08953,P1895
10648,YSH1,Q06224,BRR5 YLR277C
10649,YPR197C,A0A023PXI5,
10650,YMR099C,Q03161,YM6543.06C
10651,YNL170W,P53888,N1688
10652,YNL114C,P53926,N1934
10653,ZPR1,P53303,YGR211W
10654,MGR1,P25573,YCL044C YCL314 YCL44C
10655,MGR2,Q02889,YPL098C
10656,MET22,P32179,HAL2 YOL064C
10657,ERG25,P53045,FET6 YGR060W
10658,NTE1,Q04958,YML059C YM9958.03C
10659,NUD1,P32336,YOR373W
10660,PEP3,P27801,VAM8 VPS18 VPT18 YLR148W L9634.2
10661,PGC1,Q08959,YPL206C
10662,ADE17,P38009,YMR120C YM8564.02C
10663,RCK1,P38622,YGL158W G1854
10664,REP1,P03871,R0020C
10665,RIB5,P38145,YBR256C YBR1724
10666,GPH1,P06738,YPR160W P9584.1
10667,PBA1,Q05778,POC1 YLR199C
10668,ADD66,P36040,PBA2 POC2 YKL206C
10669,IRC25,Q07951,DMP2 POC3 YLR021W
10670,PMP2,P40975,YEL017C-A YEL017BC
10671,POC4,Q12245,DMP1 YPL144W
10672,POG1,P40473,YIL122W
10673,PMT3,P47190,YOR321W O6148
10674,RGC1,Q06108,YPR115W
10675,RGD1,P38339,YBR260C YBR1728
10676,RGD2,P43556,YFL047W
10677,REI1,P38344,YBR267W YBR1736
10678,RFS1,P38234,YBR052C YBR0505
10679,PRB1,P09232,YEL060C
10680,HEM14,P40012,YER014W
10681,YIP3,P53633,PRA1 YNL044W N2650
10682,PET494,P07390,YNR045W N3436
10683,RAD61,Q99359,YDR014W PZB647
10684,RIF2,Q06208,YLR453C
10685,FMN1,Q03778,YDR236C YD8419.03C
10686,REV1,P12689,YOR346W O6339
10687,RIO2,P40160,YNL207W N1342
10688,RFM1,Q12192,YOR279C
10689,RNR2,P09938,CRT6 YJL026W J1271
10690,KRE6,P32486,CWH48 YPR159W
10691,MXR2,P25566,MSRB YCL033C YCL33C
10692,NHP6A,P11632,NHPA YPR052C YP9499.09C
10693,OTU2,P38747,YHL013C
10694,ORC3,P54790,OAF1 OIF1 YLL004W L1365
10695,PAU22,P0CE87,YPL282C
10696,PEX14,P53112,YGL153W G1870
10697,PGS1,P25578,PEL1 YCL004W YCL003W YCL3W YCL4W
10698,PIB1,Q06651,YDR313C
10699,POP7,P38291,RPP2 YBR167C YBR1219
10700,PRE8,P23639,PRS4 YML092C
10701,PIL1,P53252,YGR086C
10702,PRP19,P32523,PSO4 YLL036C
10703,RPL9B,P51401,RPL8B YNL067W N2406 YNL2406W
10704,YML6,P51998,YML025C
10705,RMD9,P53140,YGL107C G3075
10706,MEF2,P39677,YJL102W D819 J0826
10707,RRP8,P38961,YDR083W D4461
10708,LSM3,P57743,SMX4 USS2 YLR438C-A
10709,MEP3,P53390,AMT3 YPR138C P9659.14
10710,MET10,P39692,YFR030W
10711,SRB2,P34162,HRS2 MED20 YHR041C
10712,MSS116,P15424,YDR194C YD9346.05C
10713,MRX3,P38172,YBL095W YBL0835
10714,MMM1,P41800,YME6 YLL006W L1357
10715,MRM1,P25270,PET56 YOR201C
10716,OSM1,P21375,YJR051W J1659
10717,POL30,P15873,YBR088C YBR0811
10718,PAU1,P0CE88,YJL223C HRD120 J0208
10719,PEX8,P53248,PAS6 YGR077C
10720,PEX21,P50091,YGR239C G8593
10721,PHO3,P24031,YBR092C YBR0813
10722,PIN2,Q12057,YOR104W YOR3214W
10723,PRP11,Q07350,PRP10 RNA11 YDL043C D2711
10724,PSD2,P53037,YGR170W
10725,ADE16,P54113,YLR028C
10726,HCM1,P25364,YCR065W YCR65W YCR902
10727,HAP1,P0CE41,CYP1 YLR256W L9672.1
10728,GSH2,Q08220,YOL049W
10729,LAM4,P38800,LTC3 YHR080C
10730,CBC2,Q08920,CBP20 MUD13 SAE1 YPL178W
10731,LIF1,P53150,YGL090W
10732,MAF1,P41910,YDR005C YD8119.11C
10733,MTR10,Q99189,YOR160W
10734,OSW7,P43611,YFR039C
10735,NUP84,P52891,YDL116W
10736,NOP7,P53261,RRP13 YPH1 YGR103W
10737,PRP43,P53131,YGL120C
10738,PPQ1,P32945,SAL6 YPL179W
10739,RPL8B,P29453,KRB1 RPL4B YLL045C
10740,RPL4B,P49626,RPL2B YDR012W YD8119.17
10741,RPO21,P04050,RPB1 RPB220 SUA8 YDL140C D2150
10742,RRN9,P53437,YMR270C YM8156.12C
10743,MUD2,P36084,YKL074C YKL358
10744,MAK3,Q03503,NAA30 YPR051W YP9499.08
10745,NAP1,P25293,YKR048C
10746,NMD2,P38798,IFS1 SUA1 UPF2 YHR077C
10747,NIS1,P53939,JIP1 YNL078W N2337
10748,NSA1,P53136,YGL111W G2990
10749,ORC5,P50874,YNL261W N0834
10750,PCL9,Q12477,YDL179W D1408
10751,PRO3,P32263,ORE2 YER023W
10752,PPN1,Q04119,PHM5 YDR452W D9461.37
10753,PUB1,P32588,RNP1 YNL016W N2842
10754,PSK1,P31374,YAL017W FUN31 YAL002
10755,Q0142,Q9ZZW4,ORF9
10756,PXA1,P41909,PAL1 PAT2 SSH2 YPL147W LPI1W P2607
10757,PXP1,P39994,YEL020C
10758,RPL37A,P49166,RPL35A YLR185W L9470.6
10759,MTC2,P34246,YKL098W YKL448
10760,OPT1,P40897,GSH11 HGT1 YJL212C HRD799 J0236
10761,REX2,P54964,YNT20 YLR059C L2159
10762,PCL5,P38794,YHR071W H8025.1
10763,PAU17,Q12370,YLL025W L0968
10764,PDR18,P53756,YNR070W N3568
10765,PRP2,P20095,RNA2 YNR011C N2048
10766,RPT2,P40327,YHS4 YTA5 YDL007W D2920
10767,PPZ1,P26570,YML016C YM9571.02C
10768,PRX1,P34227,YBL064C YBL0503 YBL0524
10769,PSR2,Q07949,YLR019W
10770,PSG1,P36081,YKL077W
10771,HRT1,Q08273,RBX1 ROC1 YOL133W
10772,RBD2,Q12270,YPL246C
10773,PAC2,P39937,YER007W
10774,MDM20,Q12387,DEC1 YOL076W
10775,EGD1,Q02642,YPL037C
10776,MYO1,P08964,YHR023W
10777,NFU1,P32860,NUB1 YKL040C YKL253
10778,PMP3,P87284,SNA1 YDR276C
10779,NEJ1,Q06148,LIF2 YLR265C
10780,NOP6,Q07623,YDL213C D1018
10781,PRP31,P49704,YGR091W
10782,PRO1,P32264,YDR300C D9740.12
10783,ADE8,P04161,YDR408C D9509.26
10784,PSF3,Q12146,YOL146W
10785,MUS81,Q04149,SLX3 YDR386W D9509.6
10786,CDC36,P06100,DNA19 NOT2 YDL165W
10787,NMD4,Q12129,YLR363C
10788,NRK1,P53915,YNL129W N1219 N1870
10789,OST4,Q99380,YDL232W
10790,PCL6,P40038,YER059W
10791,RIM9,Q04734,YMR063W YM9916.02
10792,POB3,Q04636,YML069W
10793,PHO5,P00635,YBR093C YBR0814
10794,HBT1,Q07653,Crem YDL223C
10795,HEK2,P38199,KHD1 YBL032W YBL0418
10796,KIN4,Q01919,KIN3 KIN31 YOR233W O5220
10797,MCH4,Q08268,YOL119C
10798,MCM2,P29469,YBL023C YBL0438
10799,MHR1,Q06630,XTC1 YDR296W
10800,MF(ALPHA)1,P01149,MF-ALPHA-1 MFAL1 YPL187W
10801,NUP53,Q03790,YMR153W YM8520.02
10802,OLA1,P38219,YBR025C YBR0309
10803,PCT1,P13259,CCT CCT1 YGR202C G7729
10804,PTC5,Q12511,PPP1 YOR090C YOR3157C
10805,PET8,P38921,YNL003C N2012
10806,PHO86,P46956,YJL117W J0744
10807,PNP1,Q05788,YLR209C L8167.19
10808,RAD30,Q04049,DBH1 YDR419W
10809,PRR2,Q12310,YDL214C D1014
10810,PET111,P08468,YMR257C YM9920.11C
10811,PTH1,P38876,YHR189W
10812,TES1,P41903,PTE1 YJR019C J1456
10813,YVH1,Q02256,YIR026C
10814,MSE1,P48525,YOL033W
10815,RBL2,P48606,YOR265W
10816,THI3,Q07471,KID1 YDL080C
10817,THP1,Q08231,BUD29 YOL072W O1140
10818,TFC3,P34111,TSV115 YAL001C FUN24
10819,CCT6,P39079,TCP20 TCP6 YDR188W YD9395.21
10820,TRL1,P09880,RLG1 YJL087C J0927
10821,VMA5,P31412,VAT3 VATC YKL080W YKL410
10822,YBR124W,P38269,YBR0920B
10823,YBR085C-A,O43137,
10824,YBL071C-B,Q8TGU8,
10825,YAL056C-A,O13513,YAL058C-A
10826,YER084W,P40057,
10827,YLR235C,A0A023PXP4,
10828,YER076C,P40049,
10829,TY1B-GR3,Q12316,YGRCTy1-3 POL YGR161C-D G7025
10830,YGR127W,P53275,
10831,YIP5,P53108,YGL161C G1832
10832,YGR067C,P53243,
10833,YDL242W,Q07746,
10834,YLR413W,Q06689,
10835,YGR079W,P53249,
10836,YLR446W,Q06204,
10837,YGR266W,P53326,
10838,YGR219W,P53307,
10839,YDR157W,A0A023PZE8,
10840,YIL134C-A,Q45U18,
10841,YKL131W,P36067,
10842,YKT6,P36015,YKL196C
10843,YMR013C-A,P0C5Q3,
10844,YER137W-A,A0A023PZG5,
10845,YKR023W,P36119,
10846,YLL056C,Q12177,L0575
10847,TY1A-DR4,O74302,YDRCTy1-3 GAG YDR261C-C
10848,YER076W-A,A0A023PXJ3,
10849,YLR036C,Q07986,
10850,YER190C-B,P0CX94,
10851,YDL073W,Q07454,
10852,YOR114W,Q12219,O3248 YOR3248w
10853,YOL097W-A,Q3E7Y9,NOL020W
10854,YPL283W-A,P0CL31,
10855,YOL099C,Q08240,O0786
